smiles,logp,sas
CCCCCCCC(=O)OOC(=O)CCCCCCC,4.7088000000000045,2.1579539542220356
BrC1CC(Br)CC(Br)CC(Br)CC(Br)CC(Br)C1,6.921600000000004,4.228295654915353
c1ccc2cc3ccccc3cc2c1,3.993000000000002,1.1426437625367925
C=C(C)[C@H]1CC=C(C)CC1,3.308900000000002,3.1648955145179487
CCCCCCCCCCCCS,4.837100000000006,1.941461787430864
O=C1c2ccccc2C(=O)c2ccccc21,2.4620000000000006,1.332040150941916
C=COC(=O)CCCCC(C)(C)C,3.279600000000002,2.5770442748957034
CC/C=C\CCOC(=O)C/C=C\CC,3.242200000000002,2.8266498164613694
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,5.082400000000002,4.113923697427751
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,5.512600000000003,3.3453534615784566
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.922800000000002,2.0692452612271364
CC(C)(C)N(Sc1nc2ccccc2s1)Sc1nc2ccccc2s1,6.720900000000004,2.8202723900227955
Brc1c(Br)c(Br)c(CCc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,11.096799999999998,2.8420485916914284
CC[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2O)CC(OC)=CC4,4.594400000000005,4.5567217917838905
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,6.433000000000007,2.9387363825585275
CCCCCCCCCCCC(=O)OCC(O)CO,2.8037000000000014,2.4399473700316836
CC(C)(CO)CO.CCCCCCCC(=O)O.CCCCCCCCCC(=O)O,5.640400000000006,2.188492230665119
COc1ccc(C(=O)c2ccccc2)c(O)c1,2.6318,1.5538848510713255
CC(=O)C(N=Nc1ccc(C)cc1[N+](=O)[O-])C(=O)Nc1ccc(Cl)cc1,4.236620000000003,2.939415550632207
C=COC(=O)CCCCCC(C)(C)C,3.6697000000000024,2.5203180077295606
CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,4.3742000000000045,5.519409278680678
C=CC(=O)OCc1c(Br)c(Br)c(Br)c(Br)c1Br,5.728300000000002,3.0210791692531433
COc1ccccc1N=NC(C(C)=O)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,2.5447999999999995,3.08507984247398
CC1=NN(c2ccccc2)C(=O)C1N=Nc1ccccc1,3.561600000000002,2.800034711528072
FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,3.2095999999999996,3.996852087608981
CC(=O)C(N=Nc1ccc(Cl)cc1[N+](=O)[O-])C(=O)Nc1ccccc1Cl,4.581600000000002,2.979212517046074
CCOC(=O)c1ccccc1,1.8633,1.135031601805915
CC(C)C1CCCCC1,3.2227000000000023,1.794357237994788
O=C(O)CCc1ccccc1,1.7038,1.226916465329488
CC(C)=CCC/C(C)=C/C=O,2.878000000000001,2.8757340232998825
CCC(C)CCCC(C)CCCC(C)C,5.665200000000006,2.853932163800371
CCN1C(=O)C(C#N)=C(C)/C(=N/Nc2ccccc2[N+](=O)[O-])C1=O,1.59148,2.552621679729663
CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC,10.912199999999988,4.551842059386719
Cc1ccccc1OP(Oc1ccccc1C)Oc1ccccc1C,6.3755600000000054,2.1056545737677315
Cc1ccc2[nH]c3cc4c(=O)c5cc(C)ccc5[nH]c4cc3c(=O)c2c1,4.292840000000003,2.298174974587802
O=C(Nc1ccccc1)C1=Cc2ccccc2/C(=N\Nc2cc(Cl)ccc2Cl)C1=O,5.414400000000004,2.3300527447238775
CCOC(=O)c1ccc2sc3ccccc3c(=O)c2c1,3.591400000000002,1.9261174148246383
CCCCCCC1CCCC1=O,3.3260000000000023,2.563459111965207
CCCCC(CC)COC(=O)C1CCC(C(=O)OCC(CC)CCCC)CC1,6.312000000000007,3.223299696167995
CC1CCCCCCCCCCCCC(=O)C1,5.276500000000005,2.7829675431455225
CC(C)=CCC(C)(C)C(=O)C(C)C,3.594000000000003,2.868065230778056
CC(C)c1ccc(C(C)C)cc1,3.9334000000000033,1.3876019542611715
CC1=NN(c2ccccc2)C(=O)/C1=C/C1C(=O)N(c2ccccc2)N=C1C,3.3744000000000023,2.9977607010890495
CCCCNc1ccc(NCCCC)c2c1C(=O)c1ccccc1C2=O,4.886000000000004,2.191301007135179
C=Cc1ccc(O)c(C=C)c1,2.6782000000000012,2.670977259374153
C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,6.364100000000008,3.291454426562229
CCCCCCCCCCCCCCCCCCCN,6.5967000000000064,1.5098968534812762
S=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,5.447900000000003,1.8640394408627081
O=C(Cn1cnc([N+](=O)[O-])n1)Nc1cc(C(F)(F)F)ccc1Cl,2.4972000000000003,2.414885182403115
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1.ClCC1CO1,7.097700000000006,3.3927314291612998
CC(C)(C)CCCCC1(C(=O)OC(C)(C)CC(C)(C)C)OO1,5.009000000000005,3.192359620923021
O=c1c2ccccc2[nH]c2cc3c(=O)c4c(Cl)c(Cl)ccc4[nH]c3cc12,4.982800000000002,2.4795816724158435
N#CCCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,5.950760000000003,2.9392448227691723
CCCCC(CC)C(=O)OOC(C)(C)CC(C)(C)C,4.892400000000005,3.2774835686040023
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7.388700000000009,4.16336226187451
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,5.550300000000001,2.9393699763046754
Nc1ccc(Cl)cc1O,1.6278,1.9164260841486325
CC(C)C(C)(C)C(C)(C)C(C)(C)S,4.403200000000004,3.253772057701134
O=c1c2ccccc2c2ccc3sc4ccccc4c4ccc1c2c34,6.312100000000003,2.1842005085259153
CC(=O)OCCOc1ccc(C(C)(C)c2ccc(OCCOC(C)=O)cc2)cc1,3.8963000000000028,2.1724717591280633
CCOc1ccc(C(=O)O)cc1,1.7834999999999999,1.272833869100145
O=C1C=Cc2ccccc2/C1=N/Nc1ccc([N+](=O)[O-])cc1Cl,3.660300000000002,2.3856006013762006
Cc1ccc(N/N=C2\C(=O)C=Cc3ccccc32)c([N+](=O)[O-])c1,3.3153200000000016,2.347730305518212
CCCCC(CC)C(=O)OOC(C)(C)CCC(C)(C)OOC(=O)C(CC)CCCC,6.706200000000008,3.967107308503876
Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,6.460840000000005,2.7144923405620283
CC(C)(c1cc(Br)c(OCC2CO2)c(Br)c1)c1cc(Br)c(OCC2CO2)c(Br)c1,6.617700000000005,3.632405354054196
Nc1c(Cl)cc(C(F)(F)F)cc1Cl,3.5944000000000003,2.113494295463372
C=C(C#N)C(=O)OCC,0.6292800000000001,2.747070147693785
CNCCCN1c2ccccc2CCc2ccccc21,3.5328000000000026,1.9490287028229893
COC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N.C[O-].Nc1ccc(N)cc1.[Na+],0.7899799999999995,2.853190255753061
Cc1ccc(C(C)(C)C)cc1,3.2925200000000014,1.3609934397455046
CCCCC(CC)COC(=O)OOC(C)(C)CC,4.476200000000004,3.221718496911274
CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,5.354500000000002,3.5823294719279737
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,3.729300000000002,2.9363271180590473
C=C(C)C(=O)OCCCCCCCC(C)C,4.102300000000003,2.0496633232910852
COc1ccccc1NC(=O)C(N=Nc1ccc(Cl)cc1[N+](=O)[O-])C(C)=O,3.9368000000000025,2.952866454794803
Cc1cccc(Cc2ccccc2)c1Cc1ccccc1,5.176620000000004,1.679505407032666
CC(=O)C(N=Nc1ccccc1C(=O)O)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,2.2344,3.125534875937052
CCCCCCCCC(O)CO,2.0902000000000007,2.3277341428167073
C1CCCCCCCCCCC1,4.681200000000004,1.0
CCCCCCOC(=O)c1ccccc1C(=O)c1ccc(N(CC)CC)cc1O,5.2065000000000055,2.2224426992990036
CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,5.750900000000004,4.80226662172227
O=C1c2ccccc2C2=Nc3cccc4cccc(c34)N12,3.8919000000000024,2.300985555916041
CCC(C)C1CCCCC1=O,2.791800000000001,3.1565405351398397
O=c1c2cc(Cl)ccc2[nH]c2cc3c(=O)c4cc(Cl)ccc4[nH]c3cc12,4.982800000000002,2.3226489870618163
CC(=O)C(N=Nc1ccccc1C(F)(F)F)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,3.5550000000000006,3.241970684748278
CC(=O)C(N=Nc1ccc(Cl)cc1[N+](=O)[O-])C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,3.0977999999999994,3.2762399155175075
C=C(C)C(=O)OCCCCCCCCCCOC(=O)C(=C)C,4.345800000000004,2.2352747711683776
COc1cc(C=O)ccc1OC(=O)C(C)C,2.0690999999999997,1.9923144860817832
O=c1c2cc3[nH]c4c(Cl)cccc4c(=O)c3cc2[nH]c2c(Cl)cccc12,4.982800000000002,2.498438637072807
CC(=O)C(N=Nc1ccc(C)cc1[N+](=O)[O-])C(=O)Nc1ccccc1,3.5832200000000016,2.8917021331829584
Cc1ccccc1,1.99502,1.0
CCCCCCCCCC(=O)OOC(=O)CCCCCCCCC,6.269200000000007,2.068321617425447
CC(=O)C(N=Nc1ccc([N+](=O)[O-])cc1)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,2.4444,3.153722449901548
C=C(C)C(=O)OCCCCCCCCCCCCOC(=O)C(=C)C,5.126000000000005,2.1881360618739247
S=C(SSSSSSC(=S)N1CCCCC1)N1CCCCC1,6.502200000000005,3.337478809629917
O=c1c2ccccc2[nH]c2cc3c(=O)c4ccccc4[nH]c3cc12,3.676000000000001,2.1237862462939
CCCCCCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,5.5609000000000055,1.8059425298853586
COc1ccc(N=NC(C(C)=O)C(=O)Nc2ccccc2OC)c([N+](=O)[O-])c1,3.2920000000000007,2.9381126135840194
CC(C)(C)CC(C)(C)N(c1ccccc1)c1cccc2ccccc12,7.192700000000007,2.3556648625502685
Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,8.531840000000006,3.7857839269221234
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@H]2O,3.655200000000003,4.045316004389328
CCOC(=O)OCCOc1cc(O)c2c(c1N)C(=O)c1ccccc1C2=O,2.3017000000000003,2.4561961156841754
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,4.828000000000005,3.0722743274747266
CCc1ccc(CC(C)(C)C#N)cc1,3.341280000000002,2.161526739538292
CCCCCCCCCCOC(=O)C(CC)CCCC,5.8867000000000065,2.456686998178929
CC(CCOC(=O)CC(C)CC(C)(C)C)CC(C)(C)C,5.454400000000006,3.2379959037363086
CCCCCCCC(=O)CC(=O)c1ccccc1,4.189000000000004,1.775478774408203
ClCCCCCCCl,3.0244000000000018,2.2353502883568765
Cc1cc(Cl)cc2c1C(=O)/C(=C1/Sc3cc(Cl)cc(C)c3C1=O)S2,6.098840000000004,3.154992244549458
COc1ccc(N/N=C2\C(=O)C=Cc3ccccc32)c([N+](=O)[O-])c1,3.015500000000001,2.338635292677802
O=c1c2cc(Br)c3cccc4c(=O)c5cc(Br)c6cccc1c6c5-c2c34,5.963000000000002,2.69051884153167
Cc1cc2c(cc1NNC1C(=O)NC(=O)NC1=O)=NC(=O)N=2,-1.9810799999999995,3.4482101163292533
CCC(=O)OC1C=CC2C3CCC(C3)C12,2.540300000000001,4.891800594564129
O=C1/C(=C2/Nc3ccccc3C2=O)Nc2ccccc21,2.8148,2.3409932489723406
CCCCCCCCCCCCCC(=O)OC(C)C,5.639100000000005,1.830419045121035
CCOc1ccccc1,2.0853,1.041975344503662
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,3.5751800000000022,2.014421312739861
COc1cc(N=Nc2ccc([N+](=O)[O-])cc2)ccc1NN=C1C=CC(=O)C=C1,4.481800000000003,2.820192929278047
CC(=O)OCCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,5.600180000000004,2.8958781105880522
CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,7.241640000000008,2.835126195874466
CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC,5.061800000000005,3.244543352482978
CCN(CC)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)c1,5.376400000000004,2.878838135302292
COC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N.C[O-].Cc1c(N)cccc1N.[Na+],1.0984,2.95884901623457
CCN(CC)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)c(NC(C)=O)c1,4.558160000000004,2.9887415749520745
CCCCCCCCCCCC(=O)OCC(C)C,5.106500000000005,1.819496349068837
CCCCCCCC/C=C/CCCCCCCC(=O)OCCC(C)C,7.613200000000009,2.2307870974984194
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.7114,2.9199264590445626
Fc1ccc(Cc2ccc(F)cc2)cc1,3.555600000000002,1.3058410950732373
CCN(CC)c1ccc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)c1,5.485500000000004,2.9001048019689595
O=C(OOC(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1Cl,5.229000000000002,2.1721941264175264
CCCCC(CC)CN(CC(CC)CCCC)CC(CC)CCCC,7.93760000000001,3.3310766855061136
CCCCCCCCCCCCCCCCCc1ncc[nH]1,6.823600000000007,2.133247380855396
CCN(CC)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)c(C)c1,4.908180000000004,2.9298571468692067
CCCCCCCCCCCCCC(=O)OCC(O)CO,3.583900000000002,2.4654788947413575
CCN(CC)c1ccc2cc(-c3nc4cc(Cl)ccc4o3)c(=O)oc2c1,5.100800000000003,2.4211621297963006
CCO[Si](CC(C)CC(C)(C)C)(OCC)OCC,4.1071000000000035,3.4103443561584097
CNC(=O)/C(C#N)=c1\[nH]c(=C2C(=O)NC(=O)NC2=O)c2ccccc12,-1.8951199999999986,3.0914044134341676
CC1=Nn2c(nc3ccccc3c2=O)/C1=N/Nc1ccc(Cl)cc1[N+](=O)[O-],3.0119000000000007,2.6391739375465235
C=CCOC(=O)COc1ccccc1,1.7946,1.7234240472305995
O=C1NC(=O)C(=c2[nH]c(=C3C(=O)NC(=O)NC3=O)c3ccccc23)C(=O)N1,-2.7986999999999984,2.924237665632127
CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,6.081100000000006,3.1696978927474158
CCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,6.471200000000007,3.1958903764481352
CCCCCC1CCC(c2ccc(CCC)cc2)CC1,6.493200000000007,1.8549096945956833
CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,5.501300000000006,2.6494960116738433
C=C(C)C(=O)OCCCCCCCCCCCC,5.026600000000005,1.96075204137653
C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,7.367200000000008,2.0605902700533676
O=C1c2c(O)ccc(Nc3ccccc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,3.5250000000000012,2.400425296141952
O=S(=O)([O-])c1ccc(O)cc1.[Na+],-2.699699999999999,2.7728015614078387
CC1=C(C#N)C(=O)N(C)C(=O)/C1=N\Nc1cccc(OS(=O)(=O)c2ccccc2)c1,2.06088,2.5875209280115925
O=C(O)C1CCCCC1,1.6513,1.614844622610173
C1CNCCN1.O=C(O)CCCCC(=O)O,-0.10479999999999862,2.2297163075161635
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,11.1039,2.830229422514325
ClCc1ccc(-c2ccc(CCl)cc2)cc1,4.8312000000000035,1.6309023272771732
CNS(=O)(=O)c1cc(OC)c(N)cc1OC,0.19409999999999977,2.1323814423813
NC(N)=O.O=P(O)(O)O,-1.9048000000000005,2.398243391840941
NC(N)=O,-0.9762000000000002,1.9319076618525965
O=c1[nH]c2ccccc2[nH]1,0.8561999999999999,1.8562884648187499
C=CC(=O)OCCC(C)CCOC(=O)C=C,1.8611,2.653526292879638
Nc1cccc(Cl)c1,1.9222,1.5989432953498852
CC(=O)OC1CCC2CCCCC2C1,2.908400000000001,3.0654140352231627
CCCCCCCCCCCCCCC(C)c1cc(C)cc(C)c1O,8.203740000000005,2.591096944458638
C1=CCCC1,1.7265,2.733714536134517
O=C(O)CC(CP1(=O)Oc2ccccc2-c2ccccc21)C(=O)O,2.8249000000000004,3.582325379411274
C(/C=C/c1ccccc1)=NCCCCCCN=C/C=C/c1ccccc1,6.115200000000006,2.701262486866419
C.O=S(=O)(O)O,-0.016699999999999826,2.527857821013434
FC(F)(F)C(F)(F)F,2.1109999999999998,2.028732062104069
CC(C)=CCC/C(C)=C\CCC=O,3.6582000000000026,2.8290656840747594
C=C(C)C(=O)Oc1ccccc1,2.1681,1.7402254774917552
CC1=C(C=O)C(C)(C)CC=C1,2.4879000000000007,3.4170374715757443
CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.0488000000000035,2.2709537512168243
CC(=O)CC(C)(C)C1CCCCC1,3.5720000000000027,2.381554035723111
CC1CCC(C(C)C)C(O)C1,2.439500000000001,3.352673852141253
Nc1ccc(Nc2ccccc2)cc1,3.0124000000000013,1.40355450689289
CCC(C)C(=O)N(C)c1ccccc1,2.695500000000001,2.2976468145062334
C=C[Si](C)(OC)OC,1.0764,3.694660638007228
NC(=O)c1cccnc1,0.18050000000000016,1.690815699533248
CNc1ccc(O)cc1.CNc1ccc(O)cc1.O=S(=O)(O)O,2.2149999999999994,2.0181370034467925
Cc1cc(C)cc(O)c1,2.0090399999999997,1.8212049303024802
C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,1.5704,3.068983455597005
CC(C)CC(=O)CC(C)C,2.6477000000000013,2.1579493666755134
C=CCc1ccc(OC)c(OC)c1,2.4323000000000006,1.737108980778057
Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,1.3743,2.273294808085364
CCCCCC1=C(OC(C)=O)CCC1CC(=O)OC,3.357000000000002,3.2308508310119235
C=CC1CC=CCC1,2.5287000000000006,3.505351200565382
CCCCCCCC/C=C/CCCCCCCCN(CCO)CCO,5.310500000000006,2.38244354386895
CCCCOC(=O)c1ccc(C(=O)OCCCC)c(C(=O)OCCCC)c1,4.557300000000004,2.0930798079918667
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(O)cc4)CC3)cc2)c1=O,3.0372000000000012,2.8070717922552273
CCN(CC[N+](C)(C)C)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1.[Cl-],2.200100000000001,2.9805632369703545
C=CC(=O)OCCC[Si](OC)(OC)OC,0.9837999999999998,2.870822734188531
CCCCCCCCCCCO,3.5095000000000023,1.6164221043942621
C=CC(=O)OC1C[C@@H]2CC[C@@]1(C)C2(C)C,2.9304000000000014,4.360649844100628
c1ccc2sc(SN3CCOCC3)nc2c1,2.635600000000001,2.5735821291944863
O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,3.3976000000000015,2.132449673395598
CCCCC(CC)COC(=O)OOC(C)(C)C,4.086100000000004,3.0903604219906846
CO[Si](OC)(C1CCCC1)C1CCCC1,3.6098000000000026,3.0752136196983706
C=C(C)C(=O)OC1CC(C)CC(C)(C)C1,3.320500000000002,3.396215802853627
CCCC=O.Nc1ccccc1,2.2542,1.9713555474218243
CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2,2.2099,4.754455925758942
CC/C=C/CCOC(=O)c1ccccc1O,2.9053000000000018,2.1040746291944856
CC(C)[C@@H]1CC[C@@H](C)CC1=O,2.6477000000000013,3.288588917102704
COC(=O)c1ccc(C(=O)O)cc1[N+](=O)[O-],1.0796,1.8061627610626179
Cc1cc(C)cc(C)c1,2.611860000000001,1.3231705210019058
C=CC(=C)CCCC(C)(C)OC(C)=O,3.2406000000000024,3.0446075087690616
Cc1ccc([N+](=O)[O-])cc1Cl,2.5566200000000006,1.6564560392150014
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],3.9581000000000017,2.0399678377822923
CCCN(CCC)CCC,2.5184000000000006,1.9354847512908968
O=C1CCCCCN1C(=O)NCCCCCCNC(=O)N1CCCCCC1=O,2.771200000000001,2.491367544662662
CC(C)CCOC(=O)CC(C)C,2.6218000000000012,1.9773217102912124
CCCCCC(CO)CCC,2.9753000000000016,2.5124895610627433
Nc1ccc(CCc2ccc(N)cc2)cc1,2.6362000000000005,1.550492293832356
COC(=O)c1cccnc1,0.8681999999999999,1.576161674367821
CCCN(CCC)C(=O)SCC,2.9815000000000014,2.6643117537155305
CC(C)(C)c1ccc(C(=O)O)cc1,2.6823000000000006,1.4662569445789622
C1CC(COCC2CO2)CCC1COCC1CO1,1.6236,3.345501660337482
Nc1cccc2ccc(S(=O)(=O)O)cc12,1.6687000000000003,1.9554284283723966
FC(F)C(F)(F)F,1.8137999999999999,2.641463586524077
Cc1cccc(O)c1C,2.0090399999999997,1.6621876226101726
Oc1c(I)cc(Cl)c2cccnc12,3.1984000000000004,2.384955134624212
CCCCC(CC)C(=O)OOC(C)(C)C,3.4761000000000024,3.062450390906708
Cc1cc(CC(C)CC(C)(C)C)n(O)c(=O)c1.NCCO,1.9462199999999998,3.377137692802907
CC1C(C=O)CC2CC1C2(C)C,2.5036000000000005,4.867741958561858
CC(C)(O)CCc1ccccc1,2.3901000000000003,1.6408940089602844
CC(=O)Oc1ccc([N+](=O)[O-])cc1,1.5200999999999998,1.6634133763824526
CC(=O)c1cc2ccccc2o1,2.6354000000000006,1.8259184844847596
[Cl-].[NH3+]c1cc([N+](=O)[O-])cc(Cl)c1O,-2.1687999999999996,3.5745262884703646
CCC(O)COC1CCCCC1C(C)(C)C,3.378800000000002,3.516814008958068
O=[p+]1oc2ccccc2c2ccccc21,4.328400000000002,3.2693260498631354
CC1CCC(C(C)C)C(OO)C1,2.9368000000000007,3.6300991455542464
CC(C)COC(=O)c1cc(N)c(Cl)c(N)c1,2.3171999999999997,2.2985550687549257
O=C(c1ccccc1)C1(O)CCCCC1,2.5645000000000007,2.08226728696134
Clc1nc(Cl)nc(Cl)n1,1.8318000000000003,2.38544744407883
COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,5.377000000000006,2.4069546737439733
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,-1.5231999999999979,4.174614244922463
CN(C=O)c1ccccc1,1.2792,2.0347067293128767
Nc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O,-0.23779999999999984,2.227187369816063
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,2.439500000000001,3.352673852141253
C=COC(=O)c1ccccc1,1.9868999999999999,1.8911119988282472
COc1ccc(C(=O)O)cc1[N+](=O)[O-],1.3015999999999999,1.669078922490474
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12,3.863400000000003,3.9508791196595876
CC(C)(C)C(=O)OCCc1ccccc1,2.8184000000000013,1.6725920306238038
CC(=O)OC(C)C1CCCCC1,2.518300000000001,2.5819830938656576
CC(=O)CCC1=C(C)CCCC1(C)C,3.8822000000000036,2.6796385898501427
CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1.0044000000000004,2.2842458427459285
COC(=O)c1ccc(C(C)(C)C)cc1,2.7707000000000015,1.4764003362118885
CCCCCCO,1.559,1.5616996998844037
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,2.439500000000001,3.352673852141253
Cc1cccc(CC(C)(C)CO)c1,2.556020000000001,2.0123957939648704
CC/C(C)=C/CC/C(C)=C/C#N,3.592780000000002,3.1455651191001444
CCCCCCC1(C)CCC(=O)O1,3.052500000000002,2.90619666708203
COC(C)(C)C,1.4313,2.059892678463676
Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)[O-].[Na+],-2.9148999999999985,2.9523626406334387
C[C@H]1CCC2(O)C(C)(C)C3CC[C@@]2(C)C1C3,3.6098000000000026,5.250137833403822
c1ccc(CNCc2ccccc2)cc1,2.9764000000000017,1.2152685034192992
Cc1cccc2n[nH]nc12,1.26632,2.271377058983207
Nc1cc([N+](=O)[O-])cc(S(=O)(=O)O)c1O,0.12929999999999997,2.5013812969415685
CC(=O)OC/C=C(/C)CCC=C(C)C,3.242200000000002,2.5476323528439053
COC(=O)c1ccccc1C(=O)OC,1.2597999999999998,1.4867453630200753
CN(C)c1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1.[Cl-],1.9077900000000012,2.9629581880682476
CCCCCC1CCCC(=O)O1,2.6624000000000008,2.645456849521766
CCOC(=O)CC(=O)C(F)(F)F,1.0710000000000002,2.3028446383309156
O=[N+]([O-])OCCOCCO[N+](=O)[O-],-0.5804,2.8610463434154205
O[Si](O)(c1ccccc1)c1ccccc1,0.22759999999999958,2.215584923337996
CCCCCOC(=O)CCCC,2.910000000000001,1.6604968061630814
CC1=CC(=O)N(Cc2cccc(CN3C(=O)C=C(C)C3=O)c2)C1=O,1.3168,2.6262537830109967
CC/C=C\CCOC(=O)c1ccccc1,3.1997000000000018,1.8794694336518596
COC(=O)c1ccc(C(=O)OC)c(N)c1,0.8420000000000001,1.7385154264962264
CCCC(CC)CCCCCCCN,4.112000000000003,2.4904570293925623
O=C(O)CCCCCCCCCCC(=O)O,3.0566000000000013,1.5589373067256318
CC1(C)CCC2OC23C(C)(C)C2CCC13C2,3.7703000000000033,5.993829438477828
CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2,2.3612,4.362120700351798
CC(O)CSCCCCCCCCC(C)(C)C,4.877200000000005,2.8898044353686103
CCCCCCCCCCCC(=O)O,3.991900000000002,1.5842486330294179
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,4.2668000000000035,2.492739815231559
CCCCC(CC)COC(=O)CS,2.675800000000001,2.8849309527963154
CCC(C)(C)c1ccccc1,3.374200000000002,1.5789403362972294
CC1=CCCC(C)(C)C1C(C)CCC=O,3.9841000000000033,3.9781429330311413
C=C1C2CCC(C2)C1(C)C,2.9987000000000013,4.450805148976118
CC1=CCC(C(C)CC2CCCC2=O)CC1,4.128200000000004,3.827348463340896
CCCCCCCCCC(=O)OC,3.3001000000000023,1.5919128269319032
CCCCN(CCCC)C(=O)N(CCCC)CCCC,4.910800000000005,2.1092203127321376
