index,ID,SMILES,InChIKey,Solubility,split,logp
2304,A-4436,Oc1ccc(cc1O)C#N,NUWHYWYSMAPBHK-UHFFFAOYSA-N,-1.0235160951,1,0.9694799999999999
2305,A-4437,CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C,LTHJXDSHSVNJKG-UHFFFAOYSA-N,-1.4186392601,1,1.2748
2306,A-4438,Nc1ccc(cc1)[S](O)(=O)=O,HVBSAKJJOYLTQU-UHFFFAOYSA-N,-1.1412730253,1,0.5155000000000001
2307,A-4439,COC1CCCC1,SKTCDJAMAYNROS-UHFFFAOYSA-N,-0.9037886388,1,1.5754000000000001
2308,A-444,[OH-].[OH-].[Cd++],PLLZRTNVEXYBNA-UHFFFAOYSA-L,-3.3236333941,1,-0.35609999999999997
2309,A-4440,Nc1ccc(cc1N)[S](O)(=O)=O,FKSRSWQTEJTBMI-UHFFFAOYSA-N,-1.1812163945,1,0.09769999999999995
2310,A-4442,O=N\C=C/1NC=CC=C1,VRGKDCRTYBCJTA-AATRIKPKSA-N,-1.0004518583,1,1.2672999999999999
2311,A-4444,O=C1NC(=O)C2CC=CCC12,CIFFBTOJCKSRJY-UHFFFAOYSA-N,-1.0930914177,1,0.22519999999999984
2312,A-4445,CC1=CC(=O)CC(C)(C)C1,HJOVHMDZYOCNQW-UHFFFAOYSA-N,-1.0613582209,1,2.3218000000000005
2313,A-4446,Cc1cccc(N)c1,JJYPMNFTHPTTDI-UHFFFAOYSA-N,-0.9508352475,1,1.5772199999999998
2316,A-4450,CCC(C)(C)O,MSXVEPNJUHWQHW-UHFFFAOYSA-N,0.1266596907,1,1.1673
2317,A-4451,[Rh+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,VXNYVYJABGOSBX-UHFFFAOYSA-N,0.6074112619,1,-0.7198000000000002
2318,A-4453,NC(N)=S,UMGDCJDMYOKAJW-UHFFFAOYSA-N,0.188516266,1,-0.8113000000000001
2320,A-4458,Oc1cccc(O)c1,GHMLBKRAJCXXBS-UHFFFAOYSA-N,1.0034883278,1,1.0977999999999999
2321,A-4459,[Cl-].CCCCCCCCCCCCCCCC[n+]1ccccc1,YMKDRGPMQRFJGP-UHFFFAOYSA-M,-0.4861495515,1,3.4594000000000005
2322,A-4461,CCC(CO)(CO)COCC=C,LZDXRPVSAKWYDH-UHFFFAOYSA-N,-0.1997551773,1,0.57
2323,A-4462,CSCCC(O)C#N,VWWOJJANXYSACS-UHFFFAOYSA-N,-0.0765411499,1,0.62398
2324,A-4463,CC(C)=CC=O,SEPQTYODOKLVSB-UHFFFAOYSA-N,0.1165037469,1,1.1515
2325,A-4464,[Li+].[OH-],WMFOQBRAJBCJND-UHFFFAOYSA-M,0.6621234357,1,-3.1728
2326,A-4465,CC(C)CC(C)(O)C#C,NECRQCBKTGZNMH-UHFFFAOYSA-N,-1.0365979243,1,1.4166999999999998
2327,A-4466,O=CC1CCC=CC1,DCFDVJPDXYGCOK-UHFFFAOYSA-N,-0.9775501681,1,1.5415999999999999
2328,A-4468,O=C1CC(=O)NC(=O)N1,HNYOPLTXPVRDBG-UHFFFAOYSA-N,-1.0486616392,1,-1.2575
2329,A-447,CC(C)=CCC\C(C)=C\CO,GLZPCOQZEFWAFX-JXMROGBWSA-N,-2.3519095035,1,2.6714000000000016
2330,A-4470,OCCCCCCCl,JNTPTNNCGDAGEJ-UHFFFAOYSA-N,-1.0824421952,1,1.7779
2331,A-4471,N#CCCCCCCC#N,BTNXBLUGMAMSSH-UHFFFAOYSA-N,-1.0810922867,1,2.3741600000000007
2332,A-4472,CC(C)C1(C)N=C(NC1=O)c2ncccc2C(O)=O,CLQMBPJKHLGMQK-UHFFFAOYSA-N,-1.3640293861,1,1.0709
2333,A-4474,CC\C=C/C#N,ISBHMJZRKAFTGE-ARJAWSKDSA-N,-0.8598992117,1,1.47618
2334,A-4477,C1C[NH+]=C(N1)c2ccccc2,BKCCAYLNRIRKDJ-UHFFFAOYSA-O,-1.1265180752,1,-0.8829999999999987
2335,A-4478,OCC1CCC2C3CC(CC3CO)C12,OTLDLKLSNZMTTA-UHFFFAOYSA-N,-1.2515054899,1,1.2693999999999999
2336,A-4479,O[C@@H](C(O)=O)c1ccccc1,IWYDHOAUDWTVEP-SSDOTTSWSA-N,-0.1416667622,1,0.8046
2337,A-4480,COC1OC(CO)C(O)C(O)C1O,HOVAGTYPODGVJG-UHFFFAOYSA-N,0.7452125491,1,-2.5673
2338,A-4483,OCC#CCO.ClCC1CO1,NHNWEVUXQTXHJI-UHFFFAOYSA-N,0.7778715429,1,-0.4016000000000002
2339,A-4484,CC1CCOC1,LJPCNSSTRWGCMZ-UHFFFAOYSA-N,0.0901312493,1,1.0428
2340,A-4485,[Cr+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,PHFQLYPOURZARY-UHFFFAOYSA-N,0.6456305496,1,-0.7198000000000002
2341,A-4486,CC(O)SC=C,XBSXOHLQFBHTPM-UHFFFAOYSA-N,0.0054931194,1,1.2013999999999998
2343,A-4488,[Na+].[Na+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O,ZGTMUACCHSMWAC-UHFFFAOYSA-L,-0.5054187441,1,-10.732600000000007
2344,A-4489,C[N+]([O-])=O,LYGJENNIWJXYER-UHFFFAOYSA-N,0.2335017655,1,-0.10710000000000008
2345,A-4490,[Sm+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,YZDZYSPAJSPJQJ-UHFFFAOYSA-N,0.4860173873,1,-0.7173000000000003
2346,A-4492,CCC(C)(O)C#C,QXLPXWSKPNOQLE-UHFFFAOYSA-N,0.0167319924,1,0.7806
2347,A-4493,NNC(=O)CCCCC(=O)NN,IBVAQQYNSHJXBV-UHFFFAOYSA-N,-0.2324579511,1,-1.473399999999999
2348,A-4495,COCCOC,XTHFKEDIFFGKHM-UHFFFAOYSA-N,1.0451691789,1,0.2792
2349,A-4496,C1COCCO1,RYHBNJHYFVUHQT-UHFFFAOYSA-N,1.0549945152,1,0.03320000000000001
2350,A-4498,CN1CCCC1=O,SECXISVLQFMRJM-UHFFFAOYSA-N,1.0037817508,1,0.23859999999999992
2351,A-4499,CNC(N)=O,XGEGHDBEHXKFPX-UHFFFAOYSA-N,1.1302814392,1,-0.7155
2352,A-45,NO,AVXURJPOCDRRFD-UHFFFAOYSA-N,-0.763033718,1,-0.6657000000000002
2353,A-4500,OCCSCCO,YODZTKMDCQEPHD-UHFFFAOYSA-N,0.9129678895,1,-0.2958
2354,A-4501,O.OC(=O)CC(O)(CC(O)=O)C(O)=O,YASYEJJMZJALEJ-UHFFFAOYSA-N,0.6774954055,1,-2.0732
2355,A-4503,OCCOCCO,MTHSVFCYNBDYFN-UHFFFAOYSA-N,0.9741986662,1,-1.0124
2356,A-4504,CC(=C)C(=O)OCCN1CCNC1=O,PFPUZMSQZJFLBK-UHFFFAOYSA-N,0.7028481463,1,0.13090000000000007
2357,A-4505,[H+].[Cl-].CN(C)C(C)(C)CO,QVNXEWQCNPSJLG-UHFFFAOYSA-N,0.8134589559,1,-2.5645999999999973
2358,A-4507,NCCNCCO,LHIJANUOQQMGNT-UHFFFAOYSA-N,0.9823282162,1,-1.4729999999999996
2359,A-4508,CN(CCO)CCO,CRVGTESFCCXCTH-UHFFFAOYSA-N,0.9238549272,1,-1.0972000000000002
2360,A-4509,OCCOCCOCCO,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,0.8234052513,1,-0.9958000000000002
2361,A-451,COc1ccccc1OC,ABDKAPXRBAPSQN-UHFFFAOYSA-N,-1.3149750669,1,1.7038
2362,A-4510,OCCN(CCO)CCO,GSEJCLTVZPLZKY-UHFFFAOYSA-N,0.826260286,1,-1.734699999999999
2363,A-4511,OCCCl,SZIFAVKTNFCBPC-UHFFFAOYSA-N,1.0941285967,1,0.21749999999999997
2364,A-4512,OC(=O)CC#N,MLIREBYILWEBDM-UHFFFAOYSA-N,1.0702644103,1,-0.015319999999999945
2365,A-4513,OCCOC(=O)C=C,OMIGHNLMNHATMP-UHFFFAOYSA-N,0.9351079333,1,-0.29210000000000025
2366,A-4514,CC(O)C#N,WOFDVDFSGLBFAC-UHFFFAOYSA-N,1.1482586908,1,-0.10922000000000004
2367,A-4515,CC(C)(O)C#C,CEBKHWWANWSNTI-UHFFFAOYSA-N,1.0751110617,1,0.3905
2368,A-4516,CC(C)(C)N,YBRBMKDOPFTVDT-UHFFFAOYSA-N,1.1358509819,1,0.7436
2369,A-4517,CC(C)(C)O,DKGAVHZHDRPRBM-UHFFFAOYSA-N,1.1300470117,1,0.7771999999999999
2370,A-4518,Cc1ccccn1,BSKHPKMHTQYZBB-UHFFFAOYSA-N,1.0309150604,1,1.39002
2371,A-4519,OCCS,DGVVWUTYPXICAM-UHFFFAOYSA-N,1.1071488253,1,-0.09150000000000003
2372,A-452,Nc1cnn(CCO)c1N.O[S](O)(=O)=O,IBCDZZHMNXXYAP-UHFFFAOYSA-N,0.4442593444,1,-1.612999999999999
2373,A-4520,CN(C)CCCO,PYSGFFTXMUWEOT-UHFFFAOYSA-N,0.9864676175,1,-0.06960000000000005
2374,A-4521,CO[S]([O-])(=O)=O.C[n+]1ccn(C=C)c1,BZVFPIHTRLNAQA-UHFFFAOYSA-M,0.6570840829,1,-0.49389999999999934
2375,A-4522,Oc1ccc(cc1)[S](O)(=O)=O,FEPBITJSIHRMRT-UHFFFAOYSA-N,0.7590091939,1,0.6389000000000001
2376,A-4523,OCCCCOC(=O)C=C,NDWUBGAGUCISDV-UHFFFAOYSA-N,0.8411251015,1,0.4881
2377,A-4524,CN(C)C(C)=O,FXHOOIRPVKKKFG-UHFFFAOYSA-N,1.0598721633,1,0.09450000000000003
2378,A-4525,CC(NC=O)C#N,ONONIESHMTZAKB-UHFFFAOYSA-N,1.0083088579,1,-0.35552
2379,A-4526,CCNCC,HPNMFZURTQLUMO-UHFFFAOYSA-N,1.1358509819,1,0.6157999999999999
2380,A-4527,CNC(C)=O,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,1.1361123296,1,-0.24770000000000003
2381,A-4528,C1CN1,NOWKCMXCCJGMRR-UHFFFAOYSA-N,1.3658352118,1,-0.41040000000000004
2382,A-4529,CCC(O)CO,BMRWNKZVCUKKSR-UHFFFAOYSA-N,1.0451691789,1,-0.25039999999999996
2383,A-453,[Na+].[Na+].[O-][S](=O)(=O)c1cccc(c1)[S]([O-])(=O)=O,XWPWZOJBTOJEGW-UHFFFAOYSA-L,0.3709472853,1,-6.497199999999997
2384,A-4530,C[C@@H](O)[C@H](C)O,OWBTYPJTUOEWEK-ZXZARUISSA-N,1.0451691789,1,-0.252
2385,A-4531,NC1CCCCC1,PAFZNILMFXTMIY-UHFFFAOYSA-N,1.0035890328,1,1.2778
2386,A-4532,NC1CC1,HTJDQJBWANPRPF-UHFFFAOYSA-N,1.2433943163,1,0.10749999999999993
2387,A-4533,ClC(=O)C(Cl)=O,CTSLXHKWHWQRSH-UHFFFAOYSA-N,0.8964494063,1,0.5171999999999999
2388,A-4534,NC=O,ZHNUHDYFZUAESO-UHFFFAOYSA-N,1.3463919758,1,-0.8985000000000001
2389,A-4535,C[S](O)(=O)=O,AFVFQIVMOAPDHO-UHFFFAOYSA-N,1.0172449791,1,-0.49599999999999983
2390,A-4536,COC(=O)COCO,RNVVYVPDHMKDTL-UHFFFAOYSA-N,0.9204425284,1,-0.8742000000000003
2391,A-4537,CNN,HDZGCSFEDULWCS-UHFFFAOYSA-N,1.3365535082,1,-0.9205000000000001
2392,A-4538,O=C1CCCCO1,OZJPLYNZGCXSJM-UHFFFAOYSA-N,0.9994921725,1,0.7135
2393,A-4539,CCCC(O)CO,WCVRQHFDJLLWFE-UHFFFAOYSA-N,0.9823448956,1,0.13970000000000005
2394,A-454,CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,WTLBZVNBAKMVDP-UHFFFAOYSA-N,-2.7785623319,1,4.594400000000005
2395,A-4540,OCCCCCO,ALQSHHUCVQOPAS-UHFFFAOYSA-N,0.9823448956,1,0.14130000000000004
2396,A-4544,CC(N)CN,AOHJOMMDDJHIJH-UHFFFAOYSA-N,1.1300235759,1,-0.7077
2397,A-4545,CCC(O)=O,XBDQKXXYIPTUBI-UHFFFAOYSA-N,1.1303048889,1,0.481
2398,A-4546,[Na+].[O-]C(=O)C(Cl)(Cl)Cl,SAQSTQBVENFSKT-UHFFFAOYSA-M,0.7319628929,1,-2.8895
2400,A-4548,[I-].CCCC[N+](C)(CCCC)CCCC,DXJLCRNXYNRGRA-UHFFFAOYSA-M,0.4850619562,1,0.8372999999999999
2401,A-4549,OC(=O)C(F)(F)F,DTQVDTLACAAQTR-UHFFFAOYSA-N,0.9430113455,1,0.6333
2402,A-4551,O=[S]1(=O)CCCO1,FSSPGSAQUIYDCN-UHFFFAOYSA-N,-0.0868756938,1,-0.26349999999999985
2403,A-4553,[Na+].[Na+].Nc1ccc(\C=C\c2ccc(N)cc2[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O,YAKFHPREDNNSFX-SEPHDYHBSA-L,-0.6173904015,1,-5.162399999999995
2404,A-4556,[Y+3].CC([O-])=O.CC([O-])=O.CC([O-])=O,JUWHRRAPBUAYTA-UHFFFAOYSA-K,-0.4249436743,1,-3.7338999999999976
2405,A-4557,Nc1cccc(c1)[S](O)(=O)=O,ZAJAQTYSTDTMCU-UHFFFAOYSA-N,-1.2051065795,1,0.5155000000000001
2406,A-4558,COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1.O[S](O)(=O)=O,AKYHKWQPZHDOBW-UHFFFAOYSA-N,-1.5924060415,1,2.5204
2407,A-4559,OC(=O)c1cc(Br)nn1c2ncccc2Cl,FORBXGROTPOMEH-UHFFFAOYSA-N,-1.4489346424,1,2.3814
2408,A-4560,CCC(C)(C)OC,HVZJRWJGKQPSFL-UHFFFAOYSA-N,-0.9795636765,1,1.8214000000000001
2409,A-4567,CC(=O)C(O)c1ccccc1,ZBFFNPODXBJBPW-UHFFFAOYSA-N,-1.1766034244,1,1.309
2410,A-4569,N.N.OC(O)=O,PRKQVKDSMLBJBJ-UHFFFAOYSA-N,-0.9826601144,1,0.5463999999999996
2411,A-457,CCCCCCOC,ICBJCVRQDSQPGI-UHFFFAOYSA-N,-2.2450853258,1,2.2131
2412,A-4570,COC(OC)OC,PYOKUURKVVELLB-UHFFFAOYSA-N,-1.0258013338,1,0.20920000000000005
2413,A-4571,OCC(CBr)(CBr)CBr,QEJPOEGPNIVDMK-UHFFFAOYSA-N,-2.2261095189,1,2.1498
2414,A-4572,Nc1cc(Cl)c(Cl)cc1[S](O)(=O)=O,AKLDPNVZTZIVFA-UHFFFAOYSA-N,-2.1052106917,1,1.8223000000000003
2415,A-4576,[nH]1ccnc1c2ccccc2,ZCUJYXPAKHMBAZ-UHFFFAOYSA-N,-1.8893830404,1,2.0766999999999998
2416,A-4577,[Sr].OC(C(O)C(O)=O)C(O)=O,YRUOECKPPZQJHI-UHFFFAOYSA-N,-2.1065271998,1,-2.5033999999999996
2417,A-4579,OCCNc1ccccc1[N+]([O-])=O,LFOUYKNCQNVIGI-UHFFFAOYSA-N,-1.9933265855,1,0.9989999999999999
2418,A-458,[O-][N+](=O)c1cc(ccc1Cl)C(F)(F)F,TZGFQIXRVUHDLE-UHFFFAOYSA-N,-2.5337046723,1,3.2670000000000003
2419,A-4580,Cc1oncc1C([O-])=O,VQBXUKGMJCPBMF-UHFFFAOYSA-M,-1.0553611102,1,-0.6534800000000001
2420,A-4582,CC1CC=C(C)C(=O)C1C,QAQCUBLNHBKTRM-UHFFFAOYSA-N,-1.8852669619,1,2.1776999999999997
2421,A-4584,[Mn++].CCCCC(CC)C(O)=O,ODUSECXQXODQGI-UHFFFAOYSA-N,-2.0439121671,1,2.2849
2422,A-4587,CCCCC(CC)COCC(O)CO,NCZPCONIKBICGS-UHFFFAOYSA-N,-2.0550171187,1,1.5725999999999998
2423,A-4588,NC(=O)c1ccc(Cl)c(N)c1,QHMDKGRWJVOUFU-UHFFFAOYSA-N,-1.976703976,1,1.0211000000000001
2424,A-4589,COc1cc(N[S](=O)(=O)c2ccccc2)c3C(=O)c4ccccc4C(=O)c3c1N,ZUWHJJGOYZUNDW-UHFFFAOYSA-N,-2.3558504459,1,2.853600000000001
2425,A-4591,C1OC1COc2cccc(c2)N(CC3CO3)CC4CO4,VAGOJLCWTUPBKD-UHFFFAOYSA-N,-2.1925611892,1,1.0681999999999998
2426,A-4592,c1ccccc1,UHOVQNZJYSORNB-UHFFFAOYSA-N,-1.6423088751,1,1.6866
2427,A-4593,CC1(C)CC(CC(C)(C)N1)NCCCCCCNC2CC(C)(C)NC(C)(C)C2,UKJARPDLRWBRAX-UHFFFAOYSA-N,-2.350745656,1,4.344400000000003
2428,A-4597,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,LXOFYPKXCSULTL-UHFFFAOYSA-N,-2.1243507639,1,2.5840000000000005
2429,A-4598,CCCCOC(=O)C=C,CQEYYJKEWSMYFG-UHFFFAOYSA-N,-1.8773408513,1,1.5157
2430,A-4600,CCCCOCc1ccc(O)c(OC)c1,VLDFMKOUUQYFGF-UHFFFAOYSA-N,-2.0948968063,1,2.717500000000001
2431,A-4601,[H+].[Cl-].Nc1cc(Cl)ccc1Cl,ZALVJCYWUBQENP-UHFFFAOYSA-N,-2.0750002801,1,-0.3078999999999996
2433,A-4604,Nc1scc(CC(O)=O)n1,DYCLHZPOADTVKK-UHFFFAOYSA-N,-1.9816731181,1,0.35240000000000005
2434,A-4605,N#CC1(CC[NH+](CC1)Cc2ccccc2)[NH+]3CCCCC3,XXZATAXHOSMHKY-UHFFFAOYSA-P,-2.2459922106,1,0.19648000000000088
2435,A-4606,CCN(CC)c1cccc(O)c1,WAVOOWVINKGEHS-UHFFFAOYSA-N,-2.0112787971,1,2.2384000000000004
2436,A-4607,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,SNIOPGDIGTZGOP-UHFFFAOYSA-N,-2.1520684654,1,-1.0200999999999996
2437,A-461,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-DVTGEIKXSA-N,-3.7709815003,1,1.8957000000000002
2438,A-4610,COC(=O)C=C1CCCC1,ZDBCSZOFHPULAS-UHFFFAOYSA-N,-1.9425722692,1,1.6598
2439,A-4613,C[P](=O)(Oc1ccccc1)Oc2ccccc2,HPUPGAFDTWIMBR-UHFFFAOYSA-N,-2.2017086736,1,3.9673000000000025
2440,A-4616,Fc1ccccc1,PYLWMHQQBFSUBP-UHFFFAOYSA-N,-1.7924097659,1,1.8256999999999999
2441,A-4617,[Na+].CCCCCCCCCCCCCCCCCO[S]([O-])(=O)=O,HHURSJAUVYNJBT-UHFFFAOYSA-M,-2.3669926669,1,2.3385999999999996
2442,A-4620,NCC(F)F,OVRWUZYZECPJOB-UHFFFAOYSA-N,0.5225303771,1,0.21019999999999994
2443,A-4623,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,LPTITAGPBXDDGR-UHFFFAOYSA-N,-2.4153529113,1,-0.3673999999999986
2444,A-4624,CC(C)(CO)Cc1ccccc1,VNGAHMPMLRTSLF-UHFFFAOYSA-N,-2.0423138216,1,2.2476000000000003
2445,A-4625,C1OC1c2ccccc2,AWMVMTVKBNGEAK-UHFFFAOYSA-N,-1.9065411213,1,1.7579
2446,A-4627,CC(C)(C)OOC(=O)C(C)(C)C,OPQYOFWUFGEMRZ-UHFFFAOYSA-N,-2.067961594,1,2.3058000000000005
2447,A-4628,CCO[Si](OCC)(OCC)OCC,BOTDANWDWHJENH-UHFFFAOYSA-N,-2.1455655454,1,1.568
2448,A-4629,CC\C=C/CC1=C(C)CCC1=O,XMLSXPIVAXONDL-PLNGDYQASA-N,-2.0452383746,1,3.022100000000002
2449,A-463,CC(C)c1ccc(cc1)C(C)CC=O,HQQPOVNESMNPNH-UHFFFAOYSA-N,-3.4598629014,1,3.502500000000002
2450,A-4630,Clc1ccccc1C=O,FPYUJUBAXZAQNL-UHFFFAOYSA-N,-1.9805722205,1,2.1525
2451,A-4631,CCC(C)c1ccccc1O,NGFPWHGISWUQOI-UHFFFAOYSA-N,-2.0123777929,1,2.9057000000000017
2452,A-4634,CCCCCCCCN(CCO)CCO,QZQNMMLYACBCMJ-UHFFFAOYSA-N,-2.1910376032,1,1.6335
2453,A-4639,OC(=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,NBDAHKQJXVLAID-UHFFFAOYSA-N,-2.178419855,1,0.9911999999999999
2455,A-4642,CCOC(=O)N[S](=O)(=O)c1ccc(C)cc1,DFWQXANLGSXMKF-UHFFFAOYSA-N,-2.2430987475,1,1.42982
2456,A-4644,[Ca++].CCCCCCCCC([O-])=O.CCCCCCCCC([O-])=O,QSSGIYRIEKPVTG-UHFFFAOYSA-L,-2.412949573,1,2.593000000000001
2457,A-4645,CCOC(OCC)OCC,GKASDNZWUGIAMG-UHFFFAOYSA-N,-2.040520296,1,1.3795
2458,A-4647,[Li+].[F-],PQXKHYXIUOZZFA-UHFFFAOYSA-M,-1.2901015882,1,-5.992
2459,A-4648,CCCCCCCCC(=O)N(C)C,DMLHJLWUADABON-UHFFFAOYSA-N,-2.1440495587,1,2.8252000000000015
2460,A-4649,Cc1cc(ccc1N=C=O)c2ccc(N=C=O)c(C)c2,ICLCCFKUSALICQ-UHFFFAOYSA-N,-2.308127519,1,3.905040000000003
2461,A-465,CC1CC(=CC(C)C1CO)C,DMXUBGVVJLVCPB-UHFFFAOYSA-N,-2.3711973931,1,2.2171000000000003
2462,A-4652,CC(=O)\C=C\c1ccccc1,BWHOZHOGCMHOBV-BQYQJAHWSA-N,-2.050971343,1,2.2888
2463,A-4654,Oc1ccc(cc1)C2NC(=O)NC2=O,UMTNMIARZPDSDI-UHFFFAOYSA-N,-2.1731049195,1,0.27269999999999983
2464,A-4655,[Na+].CCCCCCCCCCCC(=O)OCC[S]([O-])(=O)=O,BRMSVEGRHOZCAM-UHFFFAOYSA-M,-2.4084792453,1,-0.0002999999999986347
2465,A-4658,Nc1ccc(NCCO)c(c1)[N+]([O-])=O,GZGZVOLBULPDFD-UHFFFAOYSA-N,-2.1910899756,1,0.5811999999999999
2466,A-4659,CC(O)CC(C)(C)c1ccccc1,NCYQVRNLBAYSLE-UHFFFAOYSA-N,-2.1472867242,1,2.735100000000001
2467,A-466,CC/C(C)=C/CCC(C)(O)C=C,KRLBLPBPZSSIGH-CSKARUKUSA-N,-2.409128664,1,3.0599000000000016
2468,A-4661,Oc1cccc2ccccc12,KJCVRFUGPWSIIH-UHFFFAOYSA-N,-2.0619739225,1,2.5454000000000008
2469,A-4662,Nc1cccc(Cl)c1Cl,BRPSAOUFIJSKOT-UHFFFAOYSA-N,-2.1303847013,1,2.5756000000000006
2470,A-4663,Cc1ccc(Cl)cc1N,WRZOMWDJOLIVQP-UHFFFAOYSA-N,-2.0718850743,1,2.23062
2471,A-4664,CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O,BGRWYDHXPHLNKA-UHFFFAOYSA-N,-2.2792257347,1,-0.22360000000000002
2472,A-4665,CC(C)C1CCC(C)CC12OCC(CO)O2,ZBJCYZPANVLBRK-UHFFFAOYSA-N,-2.2793855347,1,2.1826000000000003
2474,A-4667,CCOC(=O)Cc1ccccc1,DULCUDSUACXJJC-UHFFFAOYSA-N,-2.1362024863,1,1.7922
2475,A-4668,[N-]=[N+]=O,GQPLMRYTRLFLPF-UHFFFAOYSA-N,-1.5643997258,1,-0.1584
2477,A-467,O=C(OCC1CO1)c2ccc(C(=O)OCC3CO3)c(c2)C(=O)OCC4CO4,YNOWBNNLZSSIHM-UHFFFAOYSA-N,-2.7622964758,1,0.3533999999999997
2478,A-4671,CCCCc1[nH]c(Cl)c(C=O)n1,JLVIHQCWASNXCK-UHFFFAOYSA-N,-2.1991273723,1,2.2182000000000004
2479,A-4676,CC\C=C/CCOC(C)=O,NPFVOOAXDOBMCE-PLNGDYQASA-N,-2.111500803,1,1.9058
2480,A-4678,CCCCN1C(=O)C=C(C)C(=C1O)C#N,JSCJSXHNBIXPBU-UHFFFAOYSA-N,-2.2729907436,1,1.5340999999999998
2481,A-4679,CCCc1ccc(O)c(OC)c1,PXIKRTCSSLJURC-UHFFFAOYSA-N,-2.1792905928,1,2.3533
2482,A-468,CC1CC(C)(CO1)c2ccccc2,GPMLJOOQCIHFET-UHFFFAOYSA-N,-2.4332379452,1,2.7531000000000008
2483,A-4680,ClCC(Cl)C=C,XVEASTGLHPVZNA-UHFFFAOYSA-N,-2.0555103791,1,2.0186
2484,A-4682,[Li+].[Li+].[Li+].[F-].[F-].[F-].[F-].[F-].[F-].[Al+3],VRSRNLHMYUACMN-UHFFFAOYSA-H,-2.1675670427,1,-27.344799999999996
2485,A-4683,CCCCCCCCN1CCCC1=O,WPPOGHDFAVQKLN-UHFFFAOYSA-N,-2.2577490108,1,2.9693000000000014
2486,A-4684,CCC(C)C\C(CC)=N\O,CBVWMGCJNPPAAR-CMDGGOBGSA-N,-2.1307281267,1,2.6628000000000007
2487,A-4685,[Br-].C[N+](C)=C1OCCC1(c2ccccc2)c3ccccc3,QJPXLCQSAFQCBD-UHFFFAOYSA-M,-2.5265751338,1,0.0676000000000021
2488,A-4688,FC(F)(F)C(Br)=C,QKBKGNDTLQFSEU-UHFFFAOYSA-N,-2.2385851258,1,2.4573
2489,A-4689,COc1ccc(CC(C)C=O)cc1,VLFBSPUPYFTTNF-UHFFFAOYSA-N,-2.24666187,1,2.0727
2490,A-469,CCCCC(CC)C(=O)OCC,YXAGIRHBJJLWHW-UHFFFAOYSA-N,-3.423291255,1,2.765900000000001
2491,A-4690,CC(C)(C)CC(C)(C)NC(=O)C=C,YRDNVESFWXDNSI-UHFFFAOYSA-N,-2.2588292445,1,2.503400000000001
2492,A-4691,FCC(F)(F)F,LVGUZGTVOIAKKC-UHFFFAOYSA-N,-2.0087278867,1,1.5182000000000002
2493,A-4695,Cc1cc(N)c(cc1Cl)[S](O)(=O)=O,VYZCFAPUHSSYCC-UHFFFAOYSA-N,-2.3456971252,1,1.4773200000000002
2494,A-4699,CCOC(=O)C1OC1(C)c2ccccc2,LQKRYVGRPXFFAV-UHFFFAOYSA-N,-2.3143750058,1,1.8637
2495,A-47,C=CC(=O)OCCOc1ccccc1,RZVINYQDSSQUKO-UHFFFAOYSA-N,-2.5636257131,1,1.7946
2496,A-470,Oc1cccc2cccnc12,MCJGNVYPOGVAJF-UHFFFAOYSA-N,-2.3496052546,1,1.9403999999999995
2497,A-4700,O=[Mo](=O)=O,JKQOBWVOAYFWKG-UHFFFAOYSA-N,-2.1581724467,1,-0.3589
2499,A-4703,Nc1ccc(Cl)cc1C(F)(F)F,CVINWVPRKDIGLL-UHFFFAOYSA-N,-2.2934813757,1,2.9410000000000007
2500,A-4704,C[Si](C)(C)N[Si](C)(C)C,FFUAGWLWBBFQJT-UHFFFAOYSA-N,-2.2100723772,1,2.2458
2501,A-4707,CC(C)(C)c1ccccc1O,WJQOZHYUIDYNHM-UHFFFAOYSA-N,-2.1899589144,1,2.6897000000000015
2502,A-4709,CC(CCCC(C)(C)O)C=C,XSNQECSCDATQEL-UHFFFAOYSA-N,-2.2212072407,1,2.7497000000000016
2504,A-4711,CC(Cc1ccc2OCOc2c1)C=O,BOPPSUHPZARXTH-UHFFFAOYSA-N,-2.3134381403,1,1.7928
